usageKey,canonicalName,vernacularName,primaryImageUrl,secondaryImageUrl,primarySourceUrl,secondarySourceUrl,primaryGbifId,secondaryGbifId,primarySource,secondarySource,primaryLicense,secondaryLicense,primaryVisualRole,secondaryVisualRole,primaryExplicitVisualRoleField,secondaryExplicitVisualRoleField,sameImageUrl,sameGbifId,visualRoleReviewStatus,reviewerVisualVariety,reviewerNotes
2650107,Azolla filiculoides,large mosquito fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605512078/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605543137/original.jpg,https://www.gbif.org/occurrence/6131061006,https://www.gbif.org/occurrence/5938475376,6131061006,5938475376,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2650138,Ophioglossum pusillum,northern adder's-tongue,https://inaturalist-open-data.s3.amazonaws.com/photos/519375019/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/519375023/original.jpg,https://www.gbif.org/occurrence/5198346791,https://www.gbif.org/occurrence/5198346791,5198346791,5198346791,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650158,Botrychium ascendens,upswept moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/216700368/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/216700423/original.jpeg,https://www.gbif.org/occurrence/3873074207,https://www.gbif.org/occurrence/3873074207,3873074207,3873074207,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650161,Botrychium crenulatum,dainty moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/538830551/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/538830579/original.jpg,https://www.gbif.org/occurrence/5230628804,https://www.gbif.org/occurrence/5230628804,5230628804,5230628804,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650168,Botrychium paradoxum,paradox moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/179323187/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/172275881/original.jpg,https://www.gbif.org/occurrence/3499658936,https://www.gbif.org/occurrence/4046319465,3499658936,4046319465,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2650187,Botrychium pallidum,pale moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/298635732/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/298635778/original.jpeg,https://www.gbif.org/occurrence/4993877075,https://www.gbif.org/occurrence/4993877075,4993877075,4993877075,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650190,Botrychium campestre,prairie moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/42686835/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/42686844/original.jpg,https://www.gbif.org/occurrence/2294428335,https://www.gbif.org/occurrence/2294428335,2294428335,2294428335,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650197,Botrychium mormo,little goblin moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/19381043/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/19381099/original.jpg,https://www.gbif.org/occurrence/2294397665,https://www.gbif.org/occurrence/2294397665,2294397665,2294397665,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650211,Botrychium spathulatum,spatulate moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/529761643/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/529761677/original.jpg,https://www.gbif.org/occurrence/5932804435,https://www.gbif.org/occurrence/5932804435,5932804435,5932804435,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650213,Botrychium montanum,mountain moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/439754009/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/439754032/original.jpg,https://www.gbif.org/occurrence/4952165561,https://www.gbif.org/occurrence/4952165561,4952165561,4952165561,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650215,Botrychium pedunculosum,stalked moonwort,https://inaturalist-open-data.s3.amazonaws.com/photos/106025846/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/106025877/original.jpg,https://www.gbif.org/occurrence/3455662792,https://www.gbif.org/occurrence/3455662792,3455662792,3455662792,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2650561,Schizaea pusilla,little curly-grass fern,https://inaturalist-open-data.s3.amazonaws.com/photos/681933730/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/681933729/original.jpg,https://www.gbif.org/occurrence/6413030644,https://www.gbif.org/occurrence/6413030644,6413030644,6413030644,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650625,Asplenium ruta-muraria,wallrue spleenwort,https://inaturalist-open-data.s3.amazonaws.com/photos/604535455/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605057728/original.jpg,https://www.gbif.org/occurrence/5938246558,https://www.gbif.org/occurrence/5938043970,5938246558,5938043970,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2650652,Asplenium adulterinum,corrupt spleenwort,https://inaturalist-open-data.s3.amazonaws.com/photos/538007276/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/538007082/original.jpg,https://www.gbif.org/occurrence/5231653472,https://www.gbif.org/occurrence/5231653472,5231653472,5231653472,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650669,Asplenium scolopendrium,hart's-tongue fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605099983/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605099999/original.jpg,https://www.gbif.org/occurrence/5938092498,https://www.gbif.org/occurrence/5938092498,5938092498,5938092498,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650714,Asplenium platyneuron,ebony spleenwort,https://inaturalist-open-data.s3.amazonaws.com/photos/604587970/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/610425241/original.jpg,https://www.gbif.org/occurrence/5938214678,https://www.gbif.org/occurrence/6129849234,5938214678,6129849234,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2650716,Asplenium viride,green spleenwort,https://inaturalist-open-data.s3.amazonaws.com/photos/612508234/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612508665/original.jpg,https://www.gbif.org/occurrence/6133569777,https://www.gbif.org/occurrence/6133569777,6133569777,6133569777,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650799,Cystopteris bulbifera,bulblet bladder fern,https://inaturalist-open-data.s3.amazonaws.com/photos/628198840/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/628199540/original.jpg,https://www.gbif.org/occurrence/6184799780,https://www.gbif.org/occurrence/6185594821,6184799780,6185594821,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2650810,Cystopteris protrusa,lowland bladder fern,https://inaturalist-open-data.s3.amazonaws.com/photos/625161628/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/625161466/original.jpg,https://www.gbif.org/occurrence/6178668648,https://www.gbif.org/occurrence/6178668648,6178668648,6178668648,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650813,Cystopteris tenuis,Mackay's brittle fern,https://inaturalist-open-data.s3.amazonaws.com/photos/652124920/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/652125042/original.jpg,https://www.gbif.org/occurrence/6253160088,https://www.gbif.org/occurrence/6253160088,6253160088,6253160088,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2650815,Cystopteris laurentiana,Laurentian bladder fern,https://inaturalist-open-data.s3.amazonaws.com/photos/298596303/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/400833849/original.jpeg,https://www.gbif.org/occurrence/4994295136,https://www.gbif.org/occurrence/5007790895,4994295136,5007790895,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2650818,Cystopteris fragilis,fragile fern,https://inaturalist-open-data.s3.amazonaws.com/photos/604873651/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613909713/original.jpg,https://www.gbif.org/occurrence/5938510689,https://www.gbif.org/occurrence/6147591682,5938510689,6147591682,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2650841,Gymnocarpium robertianum,limestone oak fern,https://inaturalist-open-data.s3.amazonaws.com/photos/641430743/original.jpg,https://observation.org/photos/146051494.jpg,https://www.gbif.org/occurrence/6234821207,https://www.gbif.org/occurrence/6213368551,6234821207,6213368551,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2650903,Onoclea sensibilis,sensitive fern,https://inaturalist-open-data.s3.amazonaws.com/photos/604870226/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/604549627/original.jpg,https://www.gbif.org/occurrence/5938044562,https://www.gbif.org/occurrence/5938279318,5938044562,5938279318,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2650986,Deparia acrostichoides,silvery spleenwort,https://inaturalist-open-data.s3.amazonaws.com/photos/636777525/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/636777542/original.jpg,https://www.gbif.org/occurrence/6195983424,https://www.gbif.org/occurrence/6195983424,6195983424,6195983424,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2651000,Matteuccia pensylvanica,ostrich fern,https://inaturalist-open-data.s3.amazonaws.com/photos/489079703/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/489079699/original.jpg,https://www.gbif.org/occurrence/5134635603,https://www.gbif.org/occurrence/5134635603,5134635603,5134635603,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2651092,Polystichum braunii,Braun's holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/645481196/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/645481178/original.jpg,https://www.gbif.org/occurrence/6235676861,https://www.gbif.org/occurrence/6235676861,6235676861,6235676861,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651098,Polystichum acrostichoides,Christmas fern,https://inaturalist-open-data.s3.amazonaws.com/photos/604943847/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605498634/original.jpg,https://www.gbif.org/occurrence/5938032987,https://www.gbif.org/occurrence/5938037075,5938032987,5938037075,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2651100,Polystichum scopulinum,mountain holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/670944561/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/670944552/original.jpg,https://www.gbif.org/occurrence/6352405342,https://www.gbif.org/occurrence/6352405342,6352405342,6352405342,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2651104,Polystichum lemmonii,Lemmon's holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/667224818/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/684159178/original.jpg,https://www.gbif.org/occurrence/6352324048,https://www.gbif.org/occurrence/6413432786,6352324048,6413432786,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2651109,Polystichum setigerum,Alaska holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/360488274/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/360488289/original.jpeg,https://www.gbif.org/occurrence/4891797647,https://www.gbif.org/occurrence/4891797647,4891797647,4891797647,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651113,Polystichum lonchitis,northern holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605999630/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606000425/original.jpg,https://www.gbif.org/occurrence/6130986575,https://www.gbif.org/occurrence/6131152787,6130986575,6131152787,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2651115,Polystichum andersonii,Anderson's holly fern,https://inaturalist-open-data.s3.amazonaws.com/photos/664791300/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/664791333/original.jpg,https://www.gbif.org/occurrence/6334691698,https://www.gbif.org/occurrence/6334691698,6334691698,6334691698,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651117,Polystichum imbricans,narrow-leaved sword fern,https://inaturalist-open-data.s3.amazonaws.com/photos/610518533/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/610518516/original.jpg,https://www.gbif.org/occurrence/6129895494,https://www.gbif.org/occurrence/6129895494,6129895494,6129895494,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651122,Polystichum munitum,western sword fern,https://inaturalist-open-data.s3.amazonaws.com/photos/604910220/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/604910213/original.jpg,https://www.gbif.org/occurrence/5938032963,https://www.gbif.org/occurrence/5938032963,5938032963,5938032963,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651317,Hymenophyllum wrightii,Wright's filmy fern,https://inaturalist-open-data.s3.amazonaws.com/photos/613651853/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613651849/original.jpg,https://www.gbif.org/occurrence/6163031449,https://www.gbif.org/occurrence/6163031449,6163031449,6163031449,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651330,Phegopteris connectilis,northern beech fern,https://inaturalist-open-data.s3.amazonaws.com/photos/644789305/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/645028952/original.jpg,https://www.gbif.org/occurrence/6234428032,https://www.gbif.org/occurrence/6236416742,6234428032,6236416742,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2651335,Phegopteris hexagonoptera,broad beech fern,https://inaturalist-open-data.s3.amazonaws.com/photos/630707173/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/630707172/original.jpg,https://www.gbif.org/occurrence/6184986931,https://www.gbif.org/occurrence/6184986931,6184986931,6184986931,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651595,Aspidotis densa,dense lace fern,https://inaturalist-open-data.s3.amazonaws.com/photos/609232841/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/609232887/original.jpg,https://www.gbif.org/occurrence/6129900142,https://www.gbif.org/occurrence/6129900142,6129900142,6129900142,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651816,Adiantum capillus-veneris,southern maidenhair fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605362210/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605116238/original.jpg,https://www.gbif.org/occurrence/5938162993,https://www.gbif.org/occurrence/5938163211,5938162993,5938163211,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2651832,Adiantum pedatum,northern maidenhair fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605069735/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605224707/original.jpg,https://www.gbif.org/occurrence/5938385205,https://www.gbif.org/occurrence/5938467731,5938385205,5938467731,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2651836,Adiantum viridimontanum,Green Mountain maidenhair fern,https://inaturalist-open-data.s3.amazonaws.com/photos/52880657/original.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52880659/original.jpeg,https://www.gbif.org/occurrence/3963327323,https://www.gbif.org/occurrence/3963327323,3963327323,3963327323,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2651843,Adiantum aleuticum,Aleutian maidenhair fern,https://inaturalist-open-data.s3.amazonaws.com/photos/605247593/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/604712074/original.jpg,https://www.gbif.org/occurrence/5938253778,https://www.gbif.org/occurrence/5938474582,5938253778,5938474582,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2684171,Thuja plicata,western red cedar,https://inaturalist-open-data.s3.amazonaws.com/photos/604650868/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605137624/original.jpg,https://www.gbif.org/occurrence/5938029852,https://www.gbif.org/occurrence/5938093041,5938029852,5938093041,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2684178,Thuja occidentalis,eastern white cedar,https://inaturalist-open-data.s3.amazonaws.com/photos/605397750/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605122572/original.jpg,https://www.gbif.org/occurrence/5938398685,https://www.gbif.org/occurrence/5938485995,5938398685,5938485995,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2684391,Juniperus virginiana,eastern red cedar,https://inaturalist-open-data.s3.amazonaws.com/photos/605498557/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/604557989/original.jpg,https://www.gbif.org/occurrence/5938127638,https://www.gbif.org/occurrence/5938179224,5938127638,5938179224,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2684410,Juniperus horizontalis,creeping juniper,https://inaturalist-open-data.s3.amazonaws.com/photos/605925227/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605925209/original.jpg,https://www.gbif.org/occurrence/6178519452,https://www.gbif.org/occurrence/6178519452,6178519452,6178519452,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2684709,Juniperus communis,common juniper,https://inaturalist-open-data.s3.amazonaws.com/photos/605177221/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605177155/original.jpg,https://www.gbif.org/occurrence/5938036791,https://www.gbif.org/occurrence/5938036791,5938036791,5938036791,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2684773,Juniperus scopulorum,Rocky Mountain juniper,https://inaturalist-open-data.s3.amazonaws.com/photos/605529807/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605529829/original.jpg,https://www.gbif.org/occurrence/5938625918,https://www.gbif.org/occurrence/5938625918,5938625918,5938625918,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2684807,Juniperus maritima,seaside juniper,https://inaturalist-open-data.s3.amazonaws.com/photos/617665721/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/617665727/original.jpg,https://www.gbif.org/occurrence/6163262622,https://www.gbif.org/occurrence/6163262622,6163262622,6163262622,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2685313,Abies lasiocarpa,subalpine fir,https://inaturalist-open-data.s3.amazonaws.com/photos/611349453/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606994985/original.jpg,https://www.gbif.org/occurrence/6133414456,https://www.gbif.org/occurrence/6130925613,6133414456,6130925613,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2685361,Abies grandis,grand fir,https://inaturalist-open-data.s3.amazonaws.com/photos/605144440/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605144436/original.jpg,https://www.gbif.org/occurrence/5938430146,https://www.gbif.org/occurrence/5938430146,5938430146,5938430146,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2685383,Abies balsamea,balsam fir,https://inaturalist-open-data.s3.amazonaws.com/photos/606309356/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606309372/original.jpg,https://www.gbif.org/occurrence/6129835854,https://www.gbif.org/occurrence/6129835854,6129835854,6129835854,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2685524,Abies amabilis,Pacific silver fir,https://inaturalist-open-data.s3.amazonaws.com/photos/611219008/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611219000/original.jpg,https://www.gbif.org/occurrence/6133089103,https://www.gbif.org/occurrence/6133089103,6133089103,6133089103,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2686231,Larix laricina,tamarack,https://inaturalist-open-data.s3.amazonaws.com/photos/606265176/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606265203/original.jpg,https://www.gbif.org/occurrence/6130966265,https://www.gbif.org/occurrence/6130966265,6130966265,6130966265,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2686270,Larix occidentalis,western larch,https://inaturalist-open-data.s3.amazonaws.com/photos/609285353/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/609285356/original.jpg,https://www.gbif.org/occurrence/6130746434,https://www.gbif.org/occurrence/6130746434,6130746434,6130746434,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2686273,Larix lyallii,subalpine larch,https://inaturalist-open-data.s3.amazonaws.com/photos/605551481/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605551480/original.jpg,https://www.gbif.org/occurrence/5938458021,https://www.gbif.org/occurrence/5938458021,5938458021,5938458021,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2687182,Tsuga canadensis,eastern hemlock,https://inaturalist-open-data.s3.amazonaws.com/photos/604683406/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/604854668/original.jpg,https://www.gbif.org/occurrence/5938052465,https://www.gbif.org/occurrence/5938190470,5938052465,5938190470,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2687201,Tsuga mertensiana,mountain hemlock,https://inaturalist-open-data.s3.amazonaws.com/photos/607490595/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607490602/original.jpg,https://www.gbif.org/occurrence/6130609159,https://www.gbif.org/occurrence/6130609159,6130609159,6130609159,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2687210,Tsuga heterophylla,western hemlock,https://inaturalist-open-data.s3.amazonaws.com/photos/605144964/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605144965/original.jpg,https://www.gbif.org/occurrence/5938279199,https://www.gbif.org/occurrence/5938279199,5938279199,5938279199,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2687927,Equisetum hyemale,tall scouring-rush,https://inaturalist-open-data.s3.amazonaws.com/photos/604778898/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605338625/original.jpg,https://www.gbif.org/occurrence/5938640971,https://www.gbif.org/occurrence/5938107843,5938640971,5938107843,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2687929,Equisetum sylvaticum,woodland horsetail,https://inaturalist-open-data.s3.amazonaws.com/photos/631890465/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/636520467/original.jpg,https://www.gbif.org/occurrence/6188253113,https://www.gbif.org/occurrence/6195670691,6188253113,6195670691,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2687932,Equisetum palustre,marsh horsetail,https://inaturalist-open-data.s3.amazonaws.com/photos/624190289/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/629625762/original.jpg,https://www.gbif.org/occurrence/6178713777,https://www.gbif.org/occurrence/6185061281,6178713777,6185061281,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2687937,Equisetum fluviatile,water horsetail,https://inaturalist-open-data.s3.amazonaws.com/photos/612197897/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612197935/original.jpg,https://www.gbif.org/occurrence/6133323594,https://www.gbif.org/occurrence/6133323594,6133323594,6133323594,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2687942,Equisetum pratense,meadow horsetail,https://inaturalist-open-data.s3.amazonaws.com/photos/627715543/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/636458435/original.jpg,https://www.gbif.org/occurrence/6196028374,https://www.gbif.org/occurrence/6195318480,6196028374,6195318480,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2687948,Equisetum scirpoides,dwarf scouring-rush,https://inaturalist-open-data.s3.amazonaws.com/photos/623952552/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/633434858/original.jpg,https://www.gbif.org/occurrence/6178628570,https://www.gbif.org/occurrence/6188203514,6178628570,6188203514,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2687949,Equisetum laevigatum,smooth scouring-rush,https://inaturalist-open-data.s3.amazonaws.com/photos/652598299/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/652598306/original.jpg,https://www.gbif.org/occurrence/6251818161,https://www.gbif.org/occurrence/6251818161,6251818161,6251818161,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2688185,Selaginella oregana,Oregon spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/615894698/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615894754/original.jpg,https://www.gbif.org/occurrence/6159469889,https://www.gbif.org/occurrence/6159469889,6159469889,6159469889,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2688186,Selaginella densa,prairie spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/614350971/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621373393/original.jpg,https://www.gbif.org/occurrence/6147549219,https://www.gbif.org/occurrence/6178403764,6147549219,6178403764,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2688187,Selaginella sibirica,Siberian spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/665606517/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/665606548/original.jpg,https://www.gbif.org/occurrence/6334623352,https://www.gbif.org/occurrence/6334623352,6334623352,6334623352,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2688197,Selaginella selaginoides,low spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/663516481/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/664455505/original.jpg,https://www.gbif.org/occurrence/6333931720,https://www.gbif.org/occurrence/6334869416,6333931720,6334869416,gbif,gbif,CC0,CC BY,,,,,False,False,needs_manual_classification,,
2688219,Selaginella rupestris,rock spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/607277772/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607277792/original.jpg,https://www.gbif.org/occurrence/6130748234,https://www.gbif.org/occurrence/6130748234,6130748234,6130748234,gbif,gbif,CC BY,CC BY,,,,,False,True,needs_manual_classification,,
2688222,Selaginella eclipes,hidden spikemoss,https://inaturalist-open-data.s3.amazonaws.com/photos/656130601/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/674392789/original.jpg,https://www.gbif.org/occurrence/6352605602,https://www.gbif.org/occurrence/6399626044,6352605602,6399626044,gbif,gbif,CC0,CC0,,,,,False,False,needs_manual_classification,,
2688270,Isoetes lacustris,lake quillwort,https://inaturalist-open-data.s3.amazonaws.com/photos/528808733/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/529517078/original.jpg,https://www.gbif.org/occurrence/5216591826,https://www.gbif.org/occurrence/5217355124,5216591826,5217355124,gbif,gbif,CC BY,CC BY,,,,,False,False,needs_manual_classification,,
2688289,Isoetes nuttallii,Nuttall's quillwort,https://inaturalist-open-data.s3.amazonaws.com/photos/606999756/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606999755/original.jpg,https://www.gbif.org/occurrence/6130420476,https://www.gbif.org/occurrence/6130420476,6130420476,6130420476,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
2688296,Isoetes bolanderi,Bolander's quillwort,https://inaturalist-open-data.s3.amazonaws.com/photos/539428657/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/539428655/original.jpg,https://www.gbif.org/occurrence/5935409250,https://www.gbif.org/occurrence/5935409250,5935409250,5935409250,gbif,gbif,CC0,CC0,,,,,False,True,needs_manual_classification,,
